StockTicker,ListedExchCode,CompanyName,Sector,Industry,Total_Mark,Total_Price_Valuation_Mark,Total_Stock_Holder_Mark,Total_Analyst_Mark,EpsRegressGrowth_Reuters,EpsRegressGrowth_Reuters_rm,EpsRegressGrowth_Nasdaq,EpsRegressGrowth_Nasdaq_rm,M1QEps,M1QEps_rm,M2QEps,M2QEps_rm,M3QEps,M3QEps_rm,M4QEps,M4QEps_rm,M1QvsM2Q,M1QvsM2Q_rm,M2QvsM3Q,M2QvsM3Q_rm,M3QvsM4Q,M3QvsM4Q_rm,Pe,PEG_Reuters,PEG_Reuters_rm,PEG_Nasdaq,PEG_Nasdaq_rm,PEvsIndustry,PEvsIndustry_rm,PEvsSector,PEvsSector_rm,ReturnOnEquity,ReturnOnEquity_rm,PercentageHeldByInstitutions_Nasdaq,PercentageHeldByInstitutions_Nasdaq_rm,NetSharesTradedByInstitutions,NetSharesTradedByInstitutions_rm,NetNumOfSharesTradedByInsidersIn3M,NetNumOfSharesTradedByInsidersIn3M_rm,ClosePrice,Beta,Fair_Price_PE,Fair_Price_PE_vs_Close_Price_rm,Fair_Price_PEG_Reuters,Fair_Price_PEG_Reuters_vs_Close_Price_rm,Fair_Price_PEG_Nasdaq,Fair_Price_PEG_Nasdaq_vs_Close_Price_rm,PeterLynchAnalysis_rm,BenjaminGarhamAnalysis_rm,MomentumStrategyAnalysis_rm,JamesOShaughnessyAnalysis_rm,MotleyFoolAnalysis_rm,DavidDremanAnalysis_rm,MartinZweigAnalysis_rm,KennethFisherAnalysis_rm,VolumeChange,VolumeChange_rm
GSBC,IXIC,Great Southern Bancorp Inc ,Financials,Banks,4.546807,0,0,0,2.544047619,0,0.5,0,0.97,0,0.955,0,1.012,0,0.82,0,1.570680628,0,-5.632411067,0,23.41463415,0,15.21,5.978661675,0,30.42,0,-0.15264624,0,-0.186195827,0,11.29,0,0.442526062,0,-59099,0,-4119,0,57.15,0.91,102.4435731,0,22.46735588,0,4.415671253,0,0,0,0,0,0,0,0,0,1.8584,4.546807
FMBI,IXIC,First Midwest Bancorp Inc ,Financials,Banks,4.476621,0,0,0,0.154761905,0,23,4.476621,0.287,0,0.326,0,0.284,0,0.372,0,-11.96319018,0,14.78873239,0,-23.65591398,0,21.04,135.9507692,0,0.914782609,0,0.172144847,0,0.125735688,0,6.96,0,0.843658117,0,-2532582,0,696,0,26.71,1.16,44.1207053,0,0.58863831,0,87.48070879,0,0,0,0,0,0,0,0,0,-0.2035,0
CBRE,NYSE,CBRE Group Inc ,Financials,Real Estate Development & Operations,4.222222,0,0,4.222222,2.811904762,0,7.16,0,0.67,0,0.44,0,0.913,0,0.575,0,52.27272727,0,-51.80722892,0,58.7826087,0,18,6.401354784,0,2.51396648,0,-0.374782911,0,-0.036918138,0,22.2,0,0.961214551,0,-916464,0,-264195,0,46.77,1.78,138.5706237,0,33.59029281,0,85.5315229,0,0,0,0,4.222222,0,0,0,0,-0.2641,0
RECN,IXIC,Resources Connection Inc ,Industrials,Business Support Services,4.112732,0,0,0,0.070238095,0,7.14,0,0.133,0,0.109,0,0.266,0,0.07,0,22.01834862,0,-59.02255639,0,280,4.112732,29.81,424.4135593,0,4.175070028,0,0,0,0.250944188,0,7.11,0,0.815976011,0,416167,0,0,0,17.25,1.02,17.68412596,0,0.107077528,0,10.88488443,0,0,0,0,0,0,0,0,0,-0.1092,0
UTX,NYSE,United Technologies Corp ,Industrials,AERO/DEF,4.001299,0,4.001299,0,7.867857143,0,8.64,0,2.564,0,1.675,0,1.362,0,1.669,0,53.07462687,0,22.98091043,0,-18.39424805,0,18.96,2.409804812,0,2.194444444,0,-0.286681716,0,-0.204364247,0,19.42,0,0.833559882,0,5058576,4.001299,-39250,0,137.8,0.97,211.2218896,0,143.264108,0,157.3238902,0,0,0,0,0,0,0,0,0,0.2881,0
UCBI,IXIC,United Community Banks Inc ,Financials,Banks,4.001104,0,0,0,1.675,0,9.73,0,0.493,0,0.472,0,0.343,0,0.379,0,4.449152542,0,37.60932945,0,-9.498680739,0,17.3,10.32835821,0,1.778006166,0,-0.036211699,0,-0.074371322,0,10.42,0,0.895942976,0,301125,0,16084,4.001104,29.19,0.91,46.00295069,0,6.642667448,0,38.58695778,0,0,0,0,0,0,0,0,0,0.0892,0
RJF,NYSE,Raymond James Financial Inc ,Financials,Investment Banking & Brokerage Services,3.707188,3.707188,0,0,9.783333333,0,16,0,1.551,0,1.63,0,1.585,0,1.309,0,-4.846625767,0,2.839116719,0,21.08479756,0,15.24,1.557751278,0,0.9525,0,-0.590982287,0,-0.18459069,0,15.64,0,0.727330569,0,1358367,0,-5698,0,92.56,1.68,305.7060019,0,257.8296309,0,421.6634509,3.707188,0,0,0,0,0,0,0,0,-0.2579,0
TILE,IXIC,Interface Inc ,,Home Furnishings,3.526316,0,0,3.526316,2.577380952,0,19.39,0,0.346,0,0.253,0,0.324,0,0.318,0,36.75889328,0,-21.91358025,0,1.886792453,0,18.89,7.329145497,0,0.974213512,0,-0.478896552,0,0.036204059,0,22.19,0,0.951323327,0,-56041,0,1814,0,23.45,1.11,41.28479881,0,9.17298742,0,69.00967663,0,0,3.526316,0,0,0,0,0,0,-0.0486,0
CVTI,IXIC,Covenant Transportation Group Inc ,Industrials,Ground Freight & Logistics,3.497738,0,0,0,4.671428571,0,22.42,3.497738,0.541,0,0.24,0,0.499,0,0.252,0,125.4166667,0,-51.90380762,0,98.01587302,0,20.36,4.358409786,0,0.908117752,0,-0.14056564,0,-0.145614771,0,10.24,0,0.757893203,0,-67670,0,-2685,0,31.18,1.39,63.77778645,0,25.68391154,0,123.2670666,0,0,0,0,0,0,0,0,0,-0.3227,0
FLT,NYSE,Fleetcor Technologies Inc ,Industrials,Business Support Services,3.222222,0,0,3.222222,12,0,14.26,0,1.908,0,1.876,0,1.669,0,2.181,0,1.70575693,0,12.40263631,0,-23.47546997,0,28.96,2.413333333,0,2.03085554,0,-0.028513922,0,0.215274864,0,20.72,0,0.987603469,0,-759907,0,0,0,221.08,1.47,336.2207695,0,347.8145891,0,413.31967,0,0,0,3.222222,0,0,0,0,0,-0.6613,0
CTXS,IXIC,Citrix Systems Inc ,Technology,Software,3.060217,0,0,0,1.451190476,0,11.55,0,0.735,0,0.985,0,0.987,0,0.82,0,-25.38071066,0,-0.202634245,0,20.36585366,0,31.85,21.94749795,0,2.757575758,0,-0.14011879,0,1.359259259,0,41.57,3.060217,0.981720576,0,-1214388,0,-33085,0,112.32,1.2,126.7900604,0,15.86176967,0,126.2435515,0,0,0,0,0,0,0,0,0,0.1717,0
CNXN,IXIC,PC Connection Inc ,Technology,Computer Hardware,3.052702,0,0,0,1.73452381,0,6.19,0,0.68,0,0.42,0,0.48,0,0.488,0,61.9047619,0,-12.5,0,-1.639344262,0,20.02,11.54207275,0,3.234248788,0,-0.059210526,0,0.482962963,0,11.49,0,0.413087518,0,231090,0,-18969,0,41.39,1.33,82.38332171,0,12.31860629,0,43.96144495,0,0,0,0,0,0,0,0,0,1.357,3.052702
IPAR,IXIC,Inter Parfums Inc ,Consumer Non-Cyclicals,Personal Products,3.026907,0,0,0,0.291666667,0,17.75,0,0.346,0,0.506,0,0.175,0,0.545,0,-31.62055336,0,189.1428571,3.026907,-67.88990826,0,40.24,137.9657143,0,2.267042254,0,-0.50437246,0,0.012072435,0,11.69,0,0.587742282,0,440270,0,-8259,0,63.3,1.43,67.39661429,0,1.694598779,0,103.12844,0,0,0,0,0,0,0,0,0,-0.0985,0
EGOV,IXIC,NIC Inc ,Technology,Internet Services,3,0,0,0,0.116666667,0,NULL,0,0.256,0,0.233,0,0.16,0,0.212,0,9.871244635,0,45.625,0,-24.52830189,0,18.94,162.3428571,0,NULL,3,-0.724348712,0,0.402962963,0,32.92,0,NULL,0,NULL,0,NULL,0,16.3,0.68,17.53367075,0,0.17634439,0,NULL,0,0,0,0,0,0,0,0,0,-0.4494,0
FANH,IXIC,Fanhua Inc ,Financials,Property & Casualty Insurance,3,0,0,3,1.346428571,0,0,0,0.132,0,0.1,0,0.094,0,0.088,0,32,0,6.382978723,0,6.818181818,0,20.84,15.47798408,0,NULL,0,0.344516129,0,0.115034778,0,13.93,0,0.31096096,0,-135428,0,0,0,25.27,1.56,56.67459564,0,6.57830128,0,NULL,0,0,0,0,0,3,0,0,0,-0.1192,0
FIBK,IXIC,First Interstate BancSystem Inc ,Financials,Banks,3,0,0,3,2.221428571,0,10.08,0,0.735,0,0.648,0,0.557,0,0.482,0,13.42592593,0,16.33752244,0,15.56016598,0,19.07,8.584565916,0,1.891865079,0,0.062395543,0,0.020331728,0,9.62,0,0.868203064,0,684651,0,1941,0,46.2,1.08,78.39192743,0,15.01224719,0,68.11988176,0,0,0,0,0,3,0,0,0,-0.1123,0
BRKL,IXIC,Brookline Bancorp Inc ,Financials,Banks,2.833333,0,0,2.833333,0.902380952,0,9.26,0,0.259,0,0.238,0,0.205,0,0.2,0,8.823529412,0,16.09756098,0,2.5,0,19.5,21.60949868,0,2.105831533,0,0.086350975,0,0.043338684,0,8.44,0,0.760850878,0,-453441,0,-6241,0,17.6,0.76,20.55170954,0,1.59874752,0,16.40593365,0,0,0,0,0,0,0,2.833333,0,-0.1623,0
LECO,IXIC,Lincoln Electric Holdings Inc ,Industrials,Industrial Machinery & Equipment,2.526316,0,0,2.526316,2.722619048,0,12.48,0,1.041,0,0.958,0,0.792,0,1.591,0,8.66388309,0,20.95959596,0,-50.21998743,0,21.75,7.988631395,0,1.742788462,0,-0.09033877,0,-0.087284935,0,32.45,0,0.711174179,0,-165712,0,-6091,0,95.32,1.2,157.5659321,0,36.98206966,0,169.5192097,0,0,2.526316,0,0,0,0,0,0,0.5964,0
ITRN,IXIC,Ituran Location and Control Ltd ,Industrials,Business Support Services,2.290585,0,0,0,1.578571429,0,20.19,0,0.573,0,0.538,0,0.469,0,0.502,0,6.505576208,0,14.71215352,0,-6.573705179,0,15.85,10.04072398,0,0.7850421,0,-0.458859679,0,-0.325818801,0,36.25,0,0.58997644,0,-415812,0,0,0,33,0.95,59.26040063,0,8.064377179,0,103.143749,0,0,0,0,0,0,0,0,0,1.3352,2.290585
LKQ,IXIC,LKQ Corp ,,"Auto, Truck & Motorcycle Parts",2.050699,0,0,0,1.516666667,0,15.39,0,0.5,0,0.491,0,0.172,0,0.394,0,1.83299389,0,185.4651163,2.050699,-56.34517766,0,21.06,13.88571429,0,1.368421053,0,0.078893443,0,0.155238618,0,11.33,0,0.940045817,0,1620104,0,-26737,0,32.78,1.2,55.96134359,0,7.316784866,0,74.24526533,0,0,0,0,0,0,0,0,0,-0.0859,0
CA,IXIC,CA Inc ,Technology,Software,2.038642,0,0,0,5.252380952,0,3.7,0,1.108,0,0.429,0,0.545,0,0.435,0,158.2750583,2.038642,-21.28440367,0,25.28735632,0,17.5,3.331822303,0,4.72972973,0,-0.527537797,0,0.296296296,0,15.18,0,0.715070348,0,594081,0,-178241,0,44.05,0.82,61.84121606,0,28.00117459,0,19.72521547,0,0,0,0,0,0,0,0,0,-0.6436,0
SBSI,IXIC,Southside Bancshares Inc ,Financials,Banks,2.000984,0,0,0,0.703571429,0,10.79,0,0.573,0,0.462,0,0.403,0,0.491,0,24.02597403,0,14.64019851,0,-17.92260692,0,18.88,26.83451777,0,1.749768304,0,0.051810585,0,0.010165864,0,9.81,0,0.480785125,0,-349378,0,15642,2.000984,36.42,0.72,41.61278212,0,2.523927979,0,38.70706199,0,0,0,0,0,0,0,0,0,0.4065,0
COHU,IXIC,Cohu Inc ,Technology,Semiconductor Equipment & Testing,1.985047,0,1.985047,0,5.782142857,0,8.92,0,0.393,0,0.275,0,0.655,0,0.301,0,42.90909091,0,-58.01526718,0,117.6079734,0,13.92,2.407411983,0,1.560538117,0,-0.020408163,0,0.031111111,0,16.88,0,0.988665393,1.985047,2276929,0,-14679,0,22.6,0.99,48.15714181,0,24.00443737,0,37.03118146,0,0,0,0,0,0,0,0,0,-0.1041,0
FFIN,IXIC,First Financial Bankshares Inc ,Financials,Banks,1.833333,0,0,1.833333,2.163095238,0,8.86,0,0.554,0,0.509,0,0.43,0,0.442,0,8.84086444,0,18.37209302,0,-2.714932127,0,31.51,14.56708861,0,3.556433409,0,0.755431755,0,0.685928304,0,13.88,0,0.520575692,0,119271,0,-9270,0,61,1.16,67.28150936,0,12.54623384,0,51.38915284,0,0,0,0,0,0,0,1.833333,0,0.0117,0
HUBG,IXIC,Hub Group Inc ,Industrials,Ground Freight & Logistics,1.689655,0,0,1.689655,2.354761905,0,10.93,0,0.657,0,0.483,0,0.74,0,0.46,0,36.02484472,0,-34.72972973,0,60.86956522,0,20.64,8.765217391,0,1.888380604,0,-0.128746306,0,-0.133864876,0,10.72,0,0.950200391,0,341524,0,-2852,0,48.3,1.5,105.1683358,0,21.34882678,0,99.09395774,0,0,0,0,0,0,0,0,1.689655,0.1104,0
IOSP,IXIC,Innospec Inc ,Basic Materials,Specialty Chemicals,1.526316,0,0,1.526316,6.15,0,9.2,0,0.89,0,0.903,0,1.477,0,0.948,0,-1.439645626,0,-38.86255924,0,55.80168776,0,18.24,2.965853659,0,1.982608696,0,-0.410090556,0,-0.450105517,0,13.54,0,0.941234273,0,-228402,0,0,0,76.95,0.94,118.8140906,0,62.99195322,0,94.23186498,0,0,1.526316,0,0,0,0,0,0,0.2744,0
NCOM,IXIC,National Commerce Corp ,Financials,Banks,1.322775,0,0,0,1.96547619,0,21.55,1.322775,0.606,0,0.515,0,0.476,0,0.456,0,17.66990291,0,8.193277311,0,4.385964912,0,21.41,10.89303452,0,0.99350348,0,0.19275766,0,0.14553237,0,7.79,0,0.454311012,0,84272,0,0,0,43.95,1.01,62.11834701,0,10.5251838,0,115.4008947,0,0,0,0,0,0,0,0,0,0.0911,0
MAS,NYSE,Masco Corp ,,Construction Supplies & Fixtures,1.060309,0,1.060309,0,2.55952381,0,15.25,0,0.68,0,0.473,0,0.219,0,0.465,0,43.76321353,0,115.9817352,0,-52.90322581,0,20.79,8.122604651,0,1.363278689,0,-0.106574989,0,0.140427866,0,0,0,0.907435675,0,4718302,1.060309,-100561,0,38.19,1.38,75.95048649,0,16.75836884,0,99.84869992,0,0,0,0,0,0,0,0,0,-0.4683,0
LH,NYSE,Laboratory Corporation of America Holdings ,Healthcare,Healthcare Facilities & Services,0,0,0,0,5.075,0,3.78,0,2.263,0,1.819,0,1.808,0,1.742,0,24.40901594,0,0.60840708,0,3.788748565,0,22.67,4.466995074,0,5.997354497,0,-0.370627429,0,-0.328296296,0,12.24,0,0.936142787,0,1175184,0,-2153,0,172.98,0.98,224.0406133,0,98.01776834,0,73.0063378,0,0,0,0,0,0,0,0,0,-0.0501,0
PX,NYSE,Praxair Inc ,Basic Materials,Commodity Chemicals,0,0,0,0,5.472619048,0,8.61,0,1.65,0,1.589,0,1.468,0,1.449,0,3.838892385,0,8.242506812,0,1.311249137,0,25.5,4.659560583,0,2.961672474,0,-0.08008658,0,-0.231233042,0,30.22,0,0.874251575,0,582862,0,0,0,156.99,1.11,204.743957,0,96.593593,0,151.969437,0,0,0,0,0,0,0,0,0,-0.0315,0
ADM,NYSE,Archer Daniels Midland Co ,Consumer Non-Cyclicals,Food Processing,0,0,0,0,2.657142857,0,2.48,0,1.011,0,0.671,0,0.459,0,0.337,0,50.67064083,0,46.18736383,0,36.20178042,0,20.19,7.598387097,0,8.141129032,0,-0.030259366,0,-0.492203219,0,7.77,0,0.770735897,0,753094,0,-127015,0,50.04,1.03,76.4846901,0,17.51989207,0,16.35189926,0,0,0,0,0,0,0,0,0,-0.4812,0
AJG,NYSE,Arthur J Gallagher & Co ,Financials,Multiline Insurance & Brokers,0,0,0,0,3.26547619,0,12.65,0,0.593,0,1.446,0,0.773,0,0.715,0,-58.99031812,0,87.06338939,0,8.111888112,0,21.23,6.501348888,0,1.67826087,0,-0.419469511,0,0.135901552,0,15.68,0,0.847490296,0,2457976,0,-39767,0,74.89,1.14,120.4855577,0,33.91747587,0,131.391578,0,0,0,0,0,0,0,0,0,-0.1642,0
AME,NYSE,Ametek Inc ,Industrials,Electrical Components & Equipment,0,0,0,0,4.186904762,0,9.94,0,0.831,0,0.778,0,0.632,0,0.661,0,6.812339332,0,23.10126582,0,-4.387291982,0,27.85,6.651691783,0,2.801810865,0,0.087890625,0,0.168694922,0,17.04,0,0.861818307,0,625253,0,-46820,0,80.83,1.18,102.6090558,0,37.03571933,0,87.92534607,0,0,0,0,0,0,0,0,0,-0.4249,0
CAC,IXIC,Camden National Corp ,Financials,Banks,0,0,0,0,1.733333333,0,7.58,0,0.78,0,0.819,0,0.716,0,0.724,0,-4.761904762,0,14.38547486,0,-1.104972376,0,14.64,8.446153846,0,1.931398417,0,-0.184401114,0,-0.216693419,0,11.6,0,0.654654975,0,4669,0,994,0,44.48,0.6,54.61742951,0,8.161225099,0,35.68966514,0,0,0,0,0,0,0,0,0,-0.5055,0
DHR,NYSE,Danaher Corp ,Healthcare,Advanced Medical Equipment & Technology,0,0,0,0,3.43452381,0,8.15,0,0.95,0,0.799,0,1.21,0,0.812,0,18.89862328,0,-33.96694215,0,49.01477833,0,28.34,8.251507799,0,3.477300613,0,-0.399957654,0,-0.160296296,0,10.3,0,0.777140611,0,-3629523,0,-255333,0,106.87,1.02,115.2424387,0,34.1209396,0,80.96774785,0,0,0,0,0,0,0,0,0,-0.2968,0
DOV,NYSE,Dover Corp ,Industrials,Industrial Machinery & Equipment,0,0,0,0,2.423809524,0,15.48,0,1.081,0,0.699,0,1.551,0,1.136,0,54.64949928,0,-54.93230174,0,36.53169014,0,19.81,8.173084479,0,1.279715762,0,-0.17147637,0,-0.168694922,0,20.22,0,0.927246019,0,-176873,0,-50000,0,88.48,1.34,179.3171143,0,37.4681491,0,239.2955974,0,0,0,0,0,0,0,0,0,-0.2824,0
GPC,NYSE,Genuine Parts Co ,,"Auto, Truck & Motorcycle Parts",0,0,0,0,3.339285714,0,4.37,0,1.541,0,1.199,0,1.081,0,1.076,0,28.52376981,0,10.91581869,0,0.464684015,0,20.81,6.231871658,0,4.76201373,0,0.066086066,0,0.141524959,0,21.21,0,0.792890006,0,2409067,0,-512,0,101.9,1.19,174.5843739,0,50.25750911,0,65.77014776,0,0,0,0,0,0,0,0,0,-0.3191,0
HWC,IXIC,Hancock Whitney Corp ,Financials,Banks,0,0,0,0,4.211904762,0,7.96,0,0.817,0,0.832,0,0.865,0,0.678,0,-1.802884615,0,-3.815028902,0,27.58112094,0,15.71,3.729903901,0,1.97361809,0,-0.124791086,0,-0.159443553,0,9.49,0,0.775682695,0,1330067,0,-23802,0,50.15,1.13,108.0760592,0,39.24190244,0,74.16253715,0,0,0,0,0,0,0,0,0,-0.0067,0
JEC,NYSE,Jacobs Engineering Group Inc ,Industrials,Construction & Engineering,0,0,0,0,6.771428571,0,19.67,0,1.03,0,0.623,0,0.249,0,0.777,0,65.32905297,0,150.2008032,0,-67.95366795,0,28.29,4.177848101,0,1.438230808,0,0.297111417,0,0.187159043,0,7.08,0,0.903656521,0,4179850,0,-23355,0,75.78,1.55,124.3969282,0,72.61594085,0,210.9385843,0,0,0,0,0,0,0,0,0,-0.3285,0
LUK,NYSE,Leucadia National Corp ,Financials,Holding Companies,0,0,0,0,1.023809524,0,0,0,0.335,0,0.504,0,0.267,0,0.156,0,-33.53174603,0,88.76404494,0,71.15384615,0,18.55,18.11860465,0,NULL,0,-0.351171738,0,-0.048717949,0,4.46,0,0,0,0,0,0,0,23.47,1.27,48.14256231,0,4.249035672,0,NULL,0,0,0,0,0,0,0,0,0,-0.0956,0
MMC,NYSE,Marsh & McLennan Companies Inc ,Financials,Multiline Insurance & Brokers,0,0,0,0,4.925,0,9.19,0,1.043,0,1.348,0,0.944,0,0.757,0,-22.62611276,0,42.79661017,0,24.70277411,0,21.2,4.304568528,0,2.306855277,0,-0.420289855,0,0.134296415,0,28.65,0,0.864454479,0,-70928,0,-80209,0,86.77,0.92,112.8178628,0,47.89896332,0,89.37897927,0,0,0,0,0,0,0,0,0,-0.2583,0
PHM,NYSE,PulteGroup Inc ,,Homebuilding,0,0,0,0,7.169047619,0,11,0,1.118,0,0.597,0,0.848,0,0.585,0,87.26968174,0,-29.5990566,0,44.95726496,0,8.58,1.19681169,0,0.78,0,-0.191328935,0,-0.52934723,0,20.42,0,0.895762998,0,-1769745,0,-1546,0,27.02,1.03,97.18328748,0,60.06134618,0,92.15656572,0,0,0,0,0,0,0,0,0,-0.1047,0
PKG,NYSE,Packaging Corp of America ,Basic Materials,Paper Packaging,0,0,0,0,8.789285714,0,12.29,0,1.974,0,1.482,0,1.543,0,1.471,0,33.19838057,0,-3.953337654,0,4.894629504,0,17.69,2.012677773,0,1.439381611,0,-0.017222222,0,-0.466686765,0,28.26,0,0.885336557,0,-176720,0,6682,0,114.46,1.79,347.0046098,0,262.9243672,0,367.6454012,0,0,0,0,0,0,0,0,0,-0.2001,0
PPL,NYSE,PPL Corp ,Utilities,Multiline Utilities,0,0,0,0,0.221428571,0,4.34,0,0.735,0,0.649,0,0.583,0,0.514,0,13.25115562,0,11.32075472,0,13.42412451,0,12.16,54.91612903,0,2.801843318,0,-0.620118713,0,-0.16137931,0,15.86,0,0.813452643,0,-543765,0,0,0,30.16,0.55,40.87114046,0,0.780175711,0,15.29144393,0,0,0,0,0,0,0,0,0,-0.4766,0
RHI,NYSE,Robert Half International Inc ,Industrials,Employment Services,0,0,0,0,3.139285714,0,11.29,0,0.894,0,0.807,0,0.722,0,0.682,0,10.78066914,0,11.77285319,0,5.865102639,0,23.09,7.355176337,0,2.045172719,0,-0.3901215,0,-0.031053294,0,34.56,0,0.910182882,0,1168510,0,-40000,0,71.7,1.15,106.9915225,0,28.95491019,0,104.1322663,0,0,0,0,0,0,0,0,0,0.3012,0
TSS,NYSE,Total System Services Inc ,Technology,IT Services & Consulting,0,0,0,0,4.845238095,0,12.02,0,0.776,0,0.773,0,0.574,0,0.662,0,0.388098318,0,34.66898955,0,-13.29305136,0,35.48,7.322653563,0,2.951747088,0,0.327844311,0,1.628148148,0,21.52,0,0.769889669,0,-445752,0,-643561,0,98.83,1.18,98.47896966,0,41.13397029,0,102.0445875,0,0,0,0,0,0,0,0,0,-0.4052,0
VFC,NYSE,VF Corp ,,Apparel & Accessories,0,0,0,0,1.275,0,NULL,0,0.393,0,0.638,0,0.638,0,1.192,0,-38.40125392,0,0,0,-46.47651007,0,28.52,22.36862745,0,NULL,0,-0.495310565,0,0.564454196,0,34.45,0,NULL,0,NULL,0,NULL,0,91.17,0.98,93.86092155,0,10.31660991,0,NULL,0,0,0,0,0,0,0,0,0,0.0204,0
AMNB,IXIC,American National Bankshares Inc ,Financials,Banks,0,0,0,0,3.423809524,0,7.14,0,0.687,0,0.669,0,0.561,0,0.553,0,2.69058296,0,19.2513369,0,1.446654611,0,16.44,4.801668985,0,2.302521008,0,-0.084122563,0,-0.120385233,0,10.2,0,0.346022905,0,16439,0,5034,0,40.6,0.65,48.09433029,0,14.19532984,0,29.60288951,0,0,0,0,0,0,0,0,0,-0.2162,0
BANF,IXIC,BancFirst Corp ,Financials,Banks,0,0,0,0,4.866666667,0,4.84,0,0.914,0,0.889,0,0.728,0,0.666,0,2.812148481,0,22.11538462,0,9.309309309,0,19.08,3.920547945,0,3.94214876,0,0.062952646,0,0.020866774,0,13.13,0,0.339763979,0,-60108,0,-204391,0,61,0.69,66.09321226,0,27.72876147,0,27.57682305,0,0,0,0,0,0,0,0,0,0.2527,0
BOKF,IXIC,BOK Financial Corp ,Financials,Banks,0,0,0,0,9.95952381,0,9.28,0,1.747,0,1.611,0,1.287,0,1.308,0,8.441961515,0,25.17482517,0,-1.605504587,0,17.36,1.743055224,0,1.870689655,0,-0.032869081,0,-0.071161049,0,11.07,0,0.34385414,0,96401,0,1099,0,103.31,0.94,167.6010746,0,143.8988701,0,134.0808597,0,0,0,0,0,0,0,0,0,-0.115,0
BSRR,IXIC,Sierra Bancorp ,Financials,Banks,0,0,0,0,2.644047619,0,8.72,0,0.518,0,0.435,0,0.439,0,0.41,0,19.08045977,0,-0.911161731,0,7.073170732,0,16.99,6.425754165,0,1.948394495,0,-0.053481894,0,-0.090957731,0,11.42,0,0.56380413,0,52075,0,1000,0,30.61,0.64,34.54667301,0,7.874400734,0,25.96956799,0,0,0,0,0,0,0,0,0,-0.2813,0
CATY,IXIC,Cathay General Bancorp ,Financials,Banks,0,0,0,0,3.719047619,0,6.8,0,0.901,0,0.781,0,0.604,0,0.611,0,15.36491677,0,29.30463576,0,-1.145662848,0,14.73,3.960691421,0,2.166176471,0,-0.179387187,0,-0.21187801,0,11.94,0,0.716568759,0,-863054,0,-35750,0,42.69,1.26,109.4082969,0,35.07712639,0,64.13589819,0,0,0,0,0,0,0,0,0,0.7108,0
CCNE,IXIC,CNB Financial Corp ,Financials,Banks,0,0,0,0,1.620238095,0,15.53,0,0.552,0,0.465,0,0.424,0,0.474,0,18.70967742,0,9.669811321,0,-10.54852321,0,15.95,9.844232182,0,1.02704443,0,-0.111420613,0,-0.146602461,0,11.88,0,0.4469196,0,-22115,0,0,0,30.54,0.71,40.73080548,0,5.68910368,0,54.53012147,0,0,0,0,0,0,0,0,0,-0.0354,0
CHFC,IXIC,Chemical Financial Corp ,Financials,Banks,0,0,0,0,8.189285714,0,10.54,0,0.957,0,0.994,0,0.784,0,0.564,0,-3.722334004,0,26.78571429,0,39.0070922,0,16.82,2.053903184,0,1.595825427,0,-0.062952646,0,-0.100053505,0,8.79,0,0.842012179,0,-438288,0,-2000,0,55.48,1.07,105.742736,0,74.65150667,0,96.08003771,0,0,0,0,0,0,0,0,0,0.1947,0
CMCO,IXIC,Columbus McKinnon Corp ,Industrials,Heavy Machinery & Vehicles,0,0,0,0,3.710714286,0,18.57,0,0.326,0,0.314,0,0.35,0,0.54,0,3.821656051,0,-10.28571429,0,-35.18518519,0,27.63,7.446005775,0,1.487883683,0,0.917418459,0,0.159462862,0,9.23,0,0.981369414,0,793792,0,12814,0,42.3,1.84,84.39828274,0,26.99809599,0,135.1100095,0,0,0,0,0,0,0,0,0,-0.4371,0
CTBI,IXIC,Community Trust Bancorp Inc ,Financials,Banks,0,0,0,0,1.239285714,0,-0.73,0,0.655,0,0.894,0,0.683,0,0.78,0,-26.73378076,0,30.89311859,0,-12.43589744,0,15.69,12.66051873,0,-21.49315068,0,-0.125905292,0,-0.160513644,0,10.08,0,0.591907757,0,-241185,0,-217,0,47.25,0.56,50.52696367,0,5.398046919,0,-3.179714093,0,0,0,0,0,0,0,0,0,-0.2705,0
CVBF,IXIC,CVB Financial Corp ,Financials,Banks,0,0,0,0,1.217857143,0,11.69,0,0.32,0,0.316,0,0.281,0,0.269,0,1.265822785,0,12.45551601,0,4.460966543,0,20.11,16.51260997,0,1.720273738,0,0.120334262,0,0.075976458,0,12.19,0,0.70738079,0,331391,0,13659,0,23.84,1.34,47.59433723,0,4.996819272,0,47.96360363,0,0,0,0,0,0,0,0,0,0.5173,0
DCOM,IXIC,Dime Community Bancshares Inc ,Financials,Banks,0,0,0,0,3.322619048,0,-3.7,0,0.328,0,0.393,0,0.494,0,0.355,0,-16.5394402,0,-20.44534413,0,39.15492958,0,11.46,3.449086349,0,-3.097297297,0,-0.361559889,0,-0.386837881,0,9.83,0,0.756787576,0,-252803,0,11628,0,18,0.49,23.05898953,0,6.604848089,0,-7.355022522,0,0,0,0,0,0,0,0,0,-0.2389,0
